Title,Location,Company,Job description,Employement Type
"Senior Software Engineer, Machine Learning Infrastructure","Montreal, Quebec, Canada",Clarifai,"About The Company

Clarifai is a leading, full-lifecycle deep learning AI platform for computer vision, natural language processing, LLM's and audio recognition. We help organizations transform unstructured images, video, text, and audio data into structured data at a significantly faster and more accurate rate than humans would be able to do on their own. Founded in 2013 by Matt Zeiler, Ph.D. Clarifai has been a market leader in AI since winning the top five places in image classification at the 2013 ImageNet Challenge. Clarifai continues to grow with employees remotely based throughout the United States, Canada, Argentina, India and Estonia.

We have raised $100M in funding to date, with $60M coming from our most recent Series C, and are backed by industry leaders like Menlo Ventures, Union Square Ventures, Lux Capital, New Enterprise Associates, LDV Capital, Corazon Capital, Google Ventures, NVIDIA, Qualcomm and Osage.

Clarifai is proud to be an equal opportunity workplace dedicated to pursuing, hiring, and retaining a diverse workforce.

Your Impact

You will essential in contributing to our core ML infrastructure, helping researchers and users to train and serve state of the art models to our customers!

The Opportunity

Work with research teams to design and build our training infrastructure
Prototype new training frameworks and production-ize solutions at scale
Design, optimize and test model integration infrastructure
Work with data team to implement ETL/ELT pipeline

Requirements

3-5+ years of experience developing Machine Learning infrastructure
Familiarity with setting up ML lifecycle systems
Comfortable working with open source software
Hands-on experience implementing production machine learning systems at scale

Great to Have

Prior experience with with Tensorflow, PyTorch, Onnx, Nvidia Triton, kubeflow is a plus
Experience with Golang, Relational DB
Experience with async processing
Show less",Full-time
Senior Machine Learning Engineer,Canada,Hour Consulting,"Our client is an innovative real estate based technology company.

They are on a mission to transform how home buyers and sellers understand the Real Estate Market.
They are growing rapidly and looking for a Senior Data Scientist specializing in Machine Learning to join their award winning team. This is an opportunity to work on a product revolutionizing the real estate market.
They are a leading technology platform that utilizes artificial intelligence technology to estimate home values in real-time correctly. With one click, homebuyers can obtain an accurate automated home valuation for every listing within seconds. Their proprietary algorithm also correctly identifies similar nearby sold properties to help buyers determine their final offer price!
Their goal is to answer the three key questions every Real Estate investor has- When to buy; Where to buy, and How much to buy for.
Their platform has transformed the way consumers look at the real estate market today! Their focus on technology and customer experience with an exceptional product has allowed them to gain the trust and confidence of customers across Canada. Their industry-leading platform attracts over 2 million users regularly every month, helping them find their dream home.
Their app is ranked as the No.1 App under the Android and House Category in 2021 and they want a Senior Machine Learning engineer to support their artificial intelligence team.
The purpose of the role is to support the development of the next iteration of machine learning systems for real estate prediction, deploy the systems to production, and test them to ensure all business needs are covered. It's an opportunity to be a part of a fast-changing industry and allow their users to make real estate decisions based on real-time data-based market research.
You will :
Design and build robust prediction focused machine learning systems that address:
Property valuation, Property Rental Estimate and Home Value Forecast
Natural Language Processing and image recognition to extract signals from property listings
Property recommendation, matching, and personalization based on user activity (Recommendation Engine)
Research and study the latest Machine Learning algorithms and Frameworks.
Perform statistical analysis and fine-tuning models using test results
Refactor and improve existing Client models written in Python to increase run-time speed by 10x. Including comparable & prediction.
Collaborate with the team on the machine learning project from start to finish, including building data pipelines, designing, deployment & maintaining production quality Client models.
Provide support to the dev team in terms of integrating Client systems with the back-end software stack.
What we're looking for :
At least three (3) years of professional experience in building and implementing production scale Machine Learning models in a professional working environment
Advanced knowledge of Machine Learning models: deep learning, reinforcement learning, NLP, and others
Extensive experience in machine learning libraries (Numpy, Pandas, SciKit Learn, etc.) and any Deep learning frameworks like Pytorch/Tensorflow
Experience in text processing/mining and NLP
Hands-on expertise writing code in Python
Experience developing recommendation engines using different techniques such as collaborative filtering and content-based filtering, deep learning-based approaches
Familiarity with Linux operating systems such as Centos or Debian.
Experience working as a strong collaborative team player
MS or Ph.D. in computer science/engineering/Data Science/Machine Learning or related fields
What you can expect from them
Remote-friendly work environment: the ability to work from anywhere in Canada
Health Benefits including health, dental, life, virtual health care and travel coverage
Home Office Set up support with a company laptop, equipment and support to set up your home office
We are a fully remote team - Anywhere in Canada is preferred for this position.
Show less",Full-time
Senior Machine Learning Engineer,Canada,Hour Consulting,"Our client is an innovative real estate based technology company.

They are on a mission to transform how home buyers and sellers understand the Real Estate Market.
They are growing rapidly and looking for a Senior Data Scientist specializing in Machine Learning to join their award winning team. This is an opportunity to work on a product revolutionizing the real estate market.
They are a leading technology platform that utilizes artificial intelligence technology to estimate home values in real-time correctly. With one click, homebuyers can obtain an accurate automated home valuation for every listing within seconds. Their proprietary algorithm also correctly identifies similar nearby sold properties to help buyers determine their final offer price!
Their goal is to answer the three key questions every Real Estate investor has- When to buy; Where to buy, and How much to buy for.
Their platform has transformed the way consumers look at the real estate market today! Their focus on technology and customer experience with an exceptional product has allowed them to gain the trust and confidence of customers across Canada. Their industry-leading platform attracts over 2 million users regularly every month, helping them find their dream home.
Their app is ranked as the No.1 App under the Android and House Category in 2021 and they want a Senior Machine Learning engineer to support their artificial intelligence team.
The purpose of the role is to support the development of the next iteration of machine learning systems for real estate prediction, deploy the systems to production, and test them to ensure all business needs are covered. It's an opportunity to be a part of a fast-changing industry and allow their users to make real estate decisions based on real-time data-based market research.
You will :
Design and build robust prediction focused machine learning systems that address:
Property valuation, Property Rental Estimate and Home Value Forecast
Natural Language Processing and image recognition to extract signals from property listings
Property recommendation, matching, and personalization based on user activity (Recommendation Engine)
Research and study the latest Machine Learning algorithms and Frameworks.
Perform statistical analysis and fine-tuning models using test results
Refactor and improve existing Client models written in Python to increase run-time speed by 10x. Including comparable & prediction.
Collaborate with the team on the machine learning project from start to finish, including building data pipelines, designing, deployment & maintaining production quality Client models.
Provide support to the dev team in terms of integrating Client systems with the back-end software stack.
What we're looking for :
At least three (3) years of professional experience in building and implementing production scale Machine Learning models in a professional working environment
Advanced knowledge of Machine Learning models: deep learning, reinforcement learning, NLP, and others
Extensive experience in machine learning libraries (Numpy, Pandas, SciKit Learn, etc.) and any Deep learning frameworks like Pytorch/Tensorflow
Experience in text processing/mining and NLP
Hands-on expertise writing code in Python
Experience developing recommendation engines using different techniques such as collaborative filtering and content-based filtering, deep learning-based approaches
Familiarity with Linux operating systems such as Centos or Debian.
Experience working as a strong collaborative team player
MS or Ph.D. in computer science/engineering/Data Science/Machine Learning or related fields
What you can expect from them
Remote-friendly work environment: the ability to work from anywhere in Canada
Health Benefits including health, dental, life, virtual health care and travel coverage
Home Office Set up support with a company laptop, equipment and support to set up your home office
We are a fully remote team - Anywhere in Canada is preferred for this position.
Show less",Full-time
Senior Machine Learning Developer,Greater Montreal Metropolitan Area,Coveo,"Streamline the deployment of Machine Learning models

As a Senior Machine Learning Developer in R&D, you will play a key role in supporting the teams of applied scientists responsible for creating and training product search and ranking models as well as other ML models at scale.

The ML team has developed a crucial platform that trains thousands of models and serves around 100M model queries daily. This role is an opportunity to participate in accelerating AI innovation at Coveo by developing capabilities of our ML Platform to safely deploy, serve and test ML models.

As a senior Machine Learning developer at Coveo, you will:

Be hands on with every part of the development life cycle of ML models from conception, to coding, to automated testing, to deployment
Investigate, analyze and improve the performance of our models and systems
Improve the quality and efficiency of our operations
Use your critical thinking to challenge and influence architecture decision processes
Maintain and improve one of our most important client-facing product features

You Could Be a Fit For This Role If

You are fluent in good data and software engineering practices, and you are able to develop the tools and culture which enable data scientists to deliver reliable production code in an efficient manner (Python preferred, AWS an asset)
You have experience working with machine learning and making the outputs of models robust and actionable
You demonstrate resourcefulness and a growth mindset

Nice To Have Or Be Ready To Learn

Familiarity with ML-Ops and best deployment practices for machine learning models

Send us your CV, we want to get to know you!

You don’t need to check every single box; passion goes a long way and we appreciate that skillsets are transferable.

We know that applying for a new role is a lot of work and we really appreciate your time.

Join the #Coveolife!

We encourage all qualified candidates to apply regardless of, for example, age, gender, disability, gaps in CV, national or ethnic background. We know that applying for a new role is a lot of work and we really appreciate your time.
Show less",Full-time
"Senior NLP Engineer (Toronto, Hybrid)","Toronto, Ontario, Canada",owl.co,"We are not working with recruitment agencies at this time.

Owl.co empowers insurers to combat illegitimate claims on a large scale while eliminating human bias from the process. Our clients are top insurance companies across North America, achieving remarkable results through our AI-powered, evidence-based platform. We are on a mission to integrate state-of-the-art ML and NLP methods to transform this traditionally manual activity into a fair process. We are well-funded and have engineering offices in New York City, Toronto, and Vancouver.

We are actively seeking a highly motivated and experienced Machine Learning Engineer with a strong focus on Natural Language Processing (NLP) to drive the development of the core intelligence underlying our innovative products. In this role, you will collaborate closely with various teams, leading the design, implementation, and production of some of the most impactful systems in the insurance industry.

What You'll Be Doing:

Collaborate directly with our Chief Technology Officer (CTO) and the broader engineering team to build and enhance ML-powered systems and products with a specific emphasis on NLP
Work closely with internal stakeholders to conduct data analyses that address customer needs and drive actionable insights, leveraging NLP techniques
Develop advanced NLP models for document classification, ranking, and annotation, which form the foundation of our core fulfillment engine
Design and execute experiments aimed at improving internal processes, enhancing data collection, and refining ML models, with a strong NLP component
Foster cross-functional collaboration to tackle complex product challenges, particularly those involving NLP challenges
Lead technical discussions and contribute to key technical decisions within the team, especially as they pertain to NLP strategies
Develop clean, well-documented, and maintainable code spanning the entire technology stack, with a focus on NLP implementation
Act as a mentor to junior engineers, facilitating the growth and development of the engineering team in the context of NLP
Analyze user behavior on our platform to uncover new features, trends, and insights that can enhance our products, using NLP-driven analytics
Contribute to the evolution and direction of our analytics practices, particularly in the realm of NLP analytics

Ideal Experience:

Possess a minimum of 4 years of hands-on ML experience with a strong portfolio of applied projects in the industry, with a significant focus on NLP
Hold an advanced degree or equivalent qualification, ideally in a field related to NLP or Machine Learning
Exhibit extensive proficiency in Python, particularly for NLP-related tasks
Demonstrate expertise in reporting, dashboard development, and data management, with a strong emphasis on NLP-driven reporting
Be proficient in common data science tools and query languages, including pandas, NumPy, seaborn, scikit-learn, and SQL, with a focus on NLP data analysis
Possess strong interpersonal and written communication skills, along with expertise in A/B testing, statistical analysis, and applied ML theory and practice, especially in NLP contexts
Familiarity with AWS data services, such as Glue, Athena, QuickSight, and related technologies, and their application to NLP tasks

Benefits

$1,200 ($100 monthly) per year into a Wellness or Healthcare Spending Account
RRSP matching up to 4% of base salary
4 weeks of vacation, 10 public holidays, plus 5 personal days
Hybrid work model
Dog-friendly office
Weekly team lunches in the office
Show less",Full-time
Data & AI Scientist,"Guelph, Ontario, Canada",RWDI,"RWDI is a global engineering consulting firm specializing in the science of buildings, structures, and the environment. We help clients tackle complex challenges in the built environment by combining innovative thinking, collaborative problem solving and a passion for expanding the boundaries of the possible. We love solving complex problems. We value curiosity, ingenuity and we find satisfaction in extending our individual capabilities while advancing our disciplines.

Job Description

RWDI Labs is part of the Innovation team within RWDI. It provides deep research expertise to RWDI’s core consulting business and assists RWDI Ventures in starting up new companies.

We strive to think big and tackle some of the most complex issues facing the world today such as climate change, resiliency, and sustainability.

The Labs team is looking to add a data scientist with AI/ML experience to its team. The successful candidate’s mission will be to actively enhance RWDI’s data and AI capabilities by providing support on a variety of strategic projects.

The position is based in Guelph, at RWDI’s headquarters but remote applications across Canada are welcome.

In This Role You Will Be Asked To
Help hunt for opportunities within the organization to leverage AI and ML based on the large amount of historical physical and computational data RWDI possesses.
Collaborate with stakeholders to identify key business challenges and address these challenges with AI solutions.
Perform research, experimentation, and related engineering to design, build and evaluate proof-of-concept machine learning-based models in a rapid iterative fashion.
Help downstream teams deploy models and advise on further refinement and validation.
Contribute to spinning off companies with the Ventures team by applying your analysis skills and data-centric approach to innovation.
Help coordinate research and product development activities with external commercial and academic partners.
Lead the implementation of cutting-edge machine learning, AI, and data-driven techniques (such as generative AI, NLP, deep learning, and related fields.
Design and build the architecture for data management, modeling, and evaluation.
Implement state-of-the-art machine learning methods that fuse data from various disparate sources into clear outputs.
Advise on product delivery and work with stakeholders to define the minimum viable product.
Flag potential non-compliance with data ethics and privacy standards.
Prepare concise technical documentation and present findings and insights to both technical and non-technical stakeholders.
Advise on the suitability and implement the processing of data sources to be acquired from various enterprise departments, partners, public sources, and/or vendors.
Champion agile methodology and principles to mitigate risks, identify dependencies, and communicate uncertainties.

The Ideal Candidate
Thrives in working in a small, fast-paced team making substantial contributions to the success of their projects.
Prioritizes exploration and is able to quickly determine and communicate a value proposition.
Is a self-starter.
Must have strong experience using data mining and analysis methods, using a variety of data and coding tools, to build and implement models, algorithms and running simulations.
Is curious, creative and acts as both a problem finder and problem solver. This entails being able to think both creatively, and methodically and work with stakeholders to improve business outcomes.
Understands the value of rapidly creating proof of concept models to demonstrate effectiveness and value to the organization.
Has the ability to clearly communicate complex results to technical and non-technical audiences.
Can deliver performance with pace and takes responsibility for outcomes; working to agreed goals and activities and dealing with challenges in a responsive and constructive way.
Can leverage Microsoft Azure resources appropriate for large-scale data and machine learning products, such as ETL pipelines, parallel processing, and GPU computing.

Requirements

You should possess the following experience/skills:
Master’s level qualification or higher, or significant experience in Data Science, Artificial Intelligence, Statistics, Mathematics, Computer Science, or another quantitative field.
1-3 years of post-qualification experience in building statistical models, manipulating data sets, and building machine learning pipelines.
Strong problem-solving skills with an emphasis on proving concepts.
Solid foundation using Python machine learning packages such as NumPy, scikit-learn, SciPy, pandas, Keras, TensorFlow, and PyTorch.
Knowledge of best practices for training and evaluating machine learning models. Deep enough knowledge to understand how they work, trade-offs between different approaches, and their proper application.
Excellent written and verbal communication skills for coordinating across teams.
Ability to rapidly adapt to varying stakeholder requirements.
A drive to learn and master modern technologies and techniques.
Experience using cloud-based services.

Compensation
Competitive Salary
RRSP Matching
Group Health Benefits
3 Weeks' Vacation
Learning Spending Account
Fitness Spending Account

Thank you in advance for your application. Only candidates selected for an interview will be contacted.

RWDI endorses and practices the principles of equal opportunity employment. We are committed to diversity and inclusion.

Accommodations are available during all stages of the recruitment process in accordance with AODA and the Human Rights Code.
Show less",Full-time
Python Developer,"Montreal, Quebec, Canada",Sanity Staffing,"Skills Required

Good understanding of UNIX / Linux system fundamentals.

Ability to design, develop robust, scalable, and maintainable backend systems in Python.

Knowledgeable of python frameworks.

Should be able to optimize performance and scalability of these systems to provide high availability and fast response times

Good knowledge of at least one configuration management system.

Experience in managing a large UNIX / Linux plant, including:

Setting up and maintaining continuous integration and testing frameworks.

Defining best practices and automating the administrative tasks.

Effective troubleshooting skills across all components of the plant (HW, OS, network, storage).

Ability to collaborate with others on development, including code reviews, providing specifications, implementing specifications from others, and writing documentation.

Skills Desired

Knowledge, awareness and contributor to open-source projects would be an ideal fit.

Knowledge of virtualization technology.

Additional programming languages and skills such as developing with RestApi, fastApi, SlowApi, SQL, containerization, load balancing, event-based systems.

Experience of DevOps.

Actual Projects Making the plant more operations-friendly - fixing minor issues and bugs raised by ops.

Testing and deploying updated versions of upstream code.

Improving the automated testing framework and improving the coverage of the template unit tests

Automated system inventory data collection, data cleanup and feeding this to inventory systems.

To be able to provide metrics and observability-based reporting of inventory issues
Show less",Full-time
Infectious Disease Data Scientist,"Edmonton, Alberta, Canada",Government of Alberta,"About Us

The Government of Alberta is committed to a diverse and inclusive public service that reflects the population we serve to best meet the needs of Albertans. Consider joining a team where diversity, inclusion and innovation are valued and supported. For more information on diversity and inclusion, please visit: https://www.alberta.ca/diversity-inclusion-policy.aspx .

The Ministry of Health leads work in the areas of Alberta health insurance and benefits, doctors, hospitals and facilities, and other healthcare supports and information. For more information on the work Alberta Health does, visit this link: https://www.alberta.ca/health.aspx .

Job Information

Job Title: Infectious Disease Data Scientist

Job Requisition ID: 48194

Ministry: Health

Location: Edmonton

Full or Part-Time: Full-time

Hours of Work: 7.25 hours/day 36.25 hours per week

Regular/Temporary: Regular

Scope: Open Competition

Closing Date: November 6, 2023

Classification: Program Services 5

Salary: $3,076.28 to $4,053.05 bi-weekly ($80,290 - $105,784/year)

Role

Reporting to the Director, Public Health Analytics, the Infectious Disease Data Scientist is part of a multidisciplinary team that supports public health surveillance and assessment activities. This role will uniquely position Alberta as a leader in public health analytics and surveillance. Machine learning and data mining methods will be used to explore public health disease risks, trends, outcomes, and assumptions required to make evidence-based decisions. They will also support building capacity for the use of data science within the team, unit, and branch.

This position will support the provision, analysis, and interpretation of real-time, accurate, and up-to-date data from a host of sources including administrative databases and disease registries to support public health surveillance and assessment. Similarly, using advanced data visualizations like R, the Public Health Data Scientist will develop tools to support public health action such as dashboards that are critical during a disease outbreaks or a pandemic. In addition, modeling and predictions are critical to understanding how to implement and asses the impact of non-pharmaceutical interventions, like social distancing, virus spread, and quarantine measures. This position will also support and bridge the connection between the business area and IT in order to oversee the design, implementation and improvement of analytic platforms.

Responsibilities

Lead advanced epidemiological and surveillance investigations to assess risk to human health.
Develop capacity in the Ministry associated with the development and evaluation of data science methods to support planning of evidence-based public health actions.
Provide advice, recommendation and influence decision by acting as a subject matter expert on public health data science issues.
Undertake research, analysis and consultation services to support Ministry representatives in the planning and development of public health policies and programs.
Support and oversee the work of teams and data across the Analytics and Performance Reporting Branch to improve data and coding efficiencies.
Develop and maintain analytical tools that can be utilized by multiple teams within the organization to support collaboration and standardization (e.g. internal R Studio packages).
Mentor and lead analytical training of tools and methods (e.g. Alberta Health R Users Group)

Minimum Recruitment Standards

A University Degree in Epidemiology, statistics, health sciences, data science, or social sciences or equivalent; and supplemented by six (6) years of related experience.

Related experience or education maybe considered as an equivalency one-for-one for one basis of:

1 year of education for 1 year of experience; or
1 year of experience for 1 year of education.

Equivalency Example: Graduate degree in a related scientific discipline (epidemiology, data science, computer science, and/or statistics), plus four (4) years of related experience.

Qualifications

Required experience includes:

Advanced knowledge of applied data science to analyze and interpret public health disease data (statistical science, machine learning, data management, etc.)
Experience initiating and leading public health-related data projects.
Experience using statistical software such (e.g. R and, SQL).
Experience working with big data and developing automated data pipelines and reporting.
Experience integrating information from a variety of sources (data management, data linking, data integration, etc.).
Ability to multi-task with limited direction while working in an environment with shifting priorities.
Ability to translate and communicate results for decision makers and non-technical stakeholders through presentations and publications.
High level of self-management with strong results orientation.
Excellent leadership skills and experience mentoring staff and/or colleagues.

Assets

Advanced knowledge of health-specific analytics (epidemiology, infectious diseases, laboratory, biostatistics, GIS, etc.).
Experience developing programming tools to support best practices related to data analysis (e.g. R, functions, or macros).
Knowledge of data engineering requirements/design, analytical platforms, and ability to communicate effectively with IT groups.
Experience developing a community of best practice and developing innovative approaches and solutions to analytical challenges.
Experience developing statistical analysis plans

A cover letter outlining how your experience relates to the qualifications of this role is required.

Notes

Hours Of Work

36.25 hours per week (full time)

Position Location:

ATB Place, North Edmonton. This position requires working from the office with an option to qualify for a hybrid work arrangement (in accordance with GOA policy).

Other Information

Top candidates may be required to undergo security screening.
This position maybe used to fill future vacancies across the Government of Alberta, at equal or lower classification and salary.

In your resume, please include dates (including months and years) associated with all education and work experience. As well, please indicate whether your work experience is casual, part-time or full-time.

Any costs associated with obtaining the required documents/checks as noted or interview travel expenses, will be the responsibility of the candidate. Out-of-province applicants can obtain the required documents/checks from the province they currently reside in.

Links and information on what the GoA has to offer to prospective employees.

Working for the Alberta Public Service – https://www.alberta.ca/advantages-working-for-alberta-public-service.aspx
Pension plans:
Public Service Pension Plan (PSPP) – https://www.pspp.ca
Management Employees Pension Plan (MEPP) – https://www.mepp.ca
Leadership and mentorship programs
Professional learning and development
Positive workplace culture and work-life balance
Opportunity to participate in flexible work arrangements such as working from home up to two days per week and modified work schedule agreements
Research Alberta Public Service Careers tool – https://researchapscareers.alberta.ca
APS Competencies

Competencies are behaviors that are essential to reach our goals in serving Albertans. We encourage you to have an in depth understanding of the competencies that are required for this opportunity and to be prepared to demonstrate them during the recruitment process.

This Link Will Assist You With Understanding Competencies

https://www.alberta.ca/system/files/custom_downloaded_images/psc-alberta-public-service-competency-model.pdf

Agility: Ability to produce rapid prototyping of data products, such as the COVID-19 dashboard to support pandemic planning.

Drive for Results: Ability to modify existing methods and create a novel way to analyze disease progression to recommend public health interventions

Build Collaborative Environments: Ability to develop collaborative software (AHRtools, an in-house R package) and documentation to support consistent data connections, operations as well as improving the maintenance of R code for teams at Alberta Health.

Creative Problem Solving: Ability to collaborate with diverse groups (Information Technology, end-users, vendors) to overcome limitations in data workflows to support COVID-19 reporting, including implementing new analytical methods and tools (RStudio Teams).

How To Apply

Click on the “Apply Now” button.

Applicants are advised to provide information that clearly and concisely demonstrates how their qualifications meet the advertised requirements, including education, experience and relevant examples of required competencies.

It is recommended applicants who have completed post-secondary studies from outside of Canada obtain an evaluation of their credentials from the International Qualifications Assessment Service (IQAS) or from recognized Canadian Credential Evaluator; please visit the Alliance of Credential Evaluation Services of Canada for more information. It is recommended that applicants include the assessment certificate from IQAS or any other educational assessment service as part of their application.

Tips for Applicants: https://www.alberta.ca/alberta-public-service-hiring-process.aspx

Closing Statement

This competition may be used to fill future vacancies, across the Government of Alberta, at the same or lower classification level.

We thank all applicants for their interest. All applications will be reviewed to determine which candidates' qualifications most closely match the advertised requirements. Only individuals selected for interviews will be contacted.

If you require any further information on this job posting or a copy of the role profile, please contact Veronica Noronhaat Veronica.Noronha@gov.ab.ca .
Show less",Full-time
Python Programmer-Canada,"Mississauga, Ontario, Canada",Zortech Solutions,"Role: Python Programmer

Location: Mississauga, ON, Canada(from day 1 should be able to work at client site)

Duration: 6+ Months

Job Description

Roles and Responsibilities:

5+ years of experience in developing scalable distributed machine learning systems

Should be able to work with a distributed multi-vendor team in a multi-cultural environment across multiple geographies taking care of a complex web application

Should be extremely good at communication and be able to manage conflicts constructively and proactively

Should be self driven and be able to take ownership of tasks end to end

Should have a researcher attitude

5+ years of experience in developing and deploying machine learning models and algorithms for time series data analysis, e.g., anomaly detection and forecasting.

Expertise in Python programming and machine learning libraries such as PyTorch, Scikit-learn, and Pandas.

Strong understanding of time series models such as ARIMA, SARIMA, Prophet, and LSTM, and experience in building custom models.

Experience with anomaly detection techniques

Skills

Python , machine learning libraries such as PyTorch, Scikit-learn, and Pandas

Models: ARIMA, SARIMA, Prophet, and LSTM

Note

A master's degree in business or a technical discipline (Computer Science, Information Systems, Engineering) required.

This is an independent contributor role from day 1 and should be able to work at client site from day 1

Travel option is not provided
Show less",Full-time
Candidature spontanée,"Sept-Îles, Quebec, Canada",Centre intégré de santé et de services sociaux de la Côte-Nord,"Description De L'offre

Nous avons besoin de plusieurs types de professionnels, techniciens et corps de métier à l'année. Bien que nous ne recrutions pas en ce moment dans votre profession, nous vous invitons à nous envoyer votre CV pour faire partie de notre banque de candidatures. Soyez assuré que nous communiquerons avec vous lorsque nous ferons l'ouverture d'un poste.

Choisir la Côte-Nord… C’est prendre rendez-vous avec le fleuve, les montagnes, les rivières et les îles. C’est s’entourer de grands espaces et de richesses naturelles exceptionnelles. Mais surtout, c’est rencontrer des gens stimulants et accueillants. Bordée par le golfe du Saint-Laurent, la Côte-Nord est un milieu rêvé pour la famille.
Show less",Full-time
Data Scientist Remote,Canada,Usitstaffing,"Company Profile

Note: After applying check your email inbox or spam folder for next steps.

Skills relating to Mathematics/Statistics .
Graduate/Engineer/Post-Graduate with a huge interest in handling numbers.
Ability to understand all domains in businesses across various sectors.
A natural passion for numbers, business, coding, Analytics, and Artificial Intelligence, Machine Learning, visualization.
Good verbal and written communication skills.
Analyze large and complex data sets from multiple sources.
Develop and evaluate data analytics models, algorithms and solutions.
Implement algorithms to mine targeted data and the ability to convert data into a business story.
Translate business requirements into technical requirements.
Data extraction, preparation, and transformation.
Identify, develop and implement statistical techniques and algorithms that address business challenges and adds value to the organization.
Gather requirements and communicate findings in the form of a meaningful story with the stakeholders.
Create and implement data models.
Interact with clients for queries and delivery adoption.

Powered by Webbtree
Show less",Full-time
Python Developer with Spike,"Toronto, Ontario, Canada",Zortech Solutions,"Toronto, ON

Long-term Contract

Jd
Minimum 4-5 years of experience in Software Product Development
Must Have: hands-on experience in programming and software development using Python, Spike
Strong analytical ability, logical thinking and problem-solving approach on complex issues
Understanding of parallelism and concurrency concepts and its application in Python/Django applications.
Good Communication skills
Show less",Full-time
